,UF,Município,"Cód IBGE","Cód Região de Saúde","Nome da Região de Saúde"
907,GO,Aragoiânia,520180,52002,"Centro Sul"
908,GO,Araguapaz,520215,52012,"Rio Vermelho"
909,GO,Arenópolis,520235,52009,"Oeste I"
910,GO,Aruanã,520250,52012,"Rio Vermelho"
911,GO,Aurilândia,520260,52010,"Oeste II"
912,GO,Avelinópolis,520280,52001,Central
913,GO,Baliza,520310,52009,"Oeste I"
914,GO,"Barro Alto",520320,52018,"São Patrício II"
915,GO,"Bela Vista de Goiás",520330,52002,"Centro Sul"
916,GO,"Bom Jardim de Goiás",520340,52009,"Oeste I"
917,GO,"Bom Jesus de Goiás",520350,52017,Sul
918,GO,Bonfinópolis,520355,52002,"Centro Sul"
919,GO,Bonópolis,520357,52008,Norte
920,GO,Brazabrantes,520360,52001,Central
921,GO,Britânia,520380,52012,"Rio Vermelho"
922,GO,"Buriti Alegre",520390,52017,Sul
923,GO,"Buriti de Goiás",520393,52010,"Oeste II"
924,GO,Buritinópolis,520396,52007,"Nordeste II"
925,GO,Cabeceiras,520400,52003,"Entorno Norte"
926,GO,"Cachoeira Alta",520410,52015,"Sudoeste I"
927,GO,"Cachoeira de Goiás",520420,52010,"Oeste II"
928,GO,"Cachoeira Dourada",520425,52017,Sul
929,GO,Caçu,520430,52015,"Sudoeste I"
930,GO,Caiapônia,520440,52016,"Sudoeste II"
931,GO,"Caldas Novas",520450,52005,"Estrada de Ferro"
932,GO,Caldazinha,520455,52002,"Centro Sul"
933,GO,"Campestre de Goiás",520460,52001,Central
934,GO,Campinaçu,520465,52008,Norte
935,GO,Campinorte,520470,52014,"Serra da Mesa"
936,GO,"Campo Alegre de Goiás",520480,52005,"Estrada de Ferro"
937,GO,"Campo Limpo de Goiás",520485,52011,Pirineus
938,GO,"Campos Belos",520490,52006,"Nordeste I"
939,GO,"Campos Verdes",520495,52013,"São Patrício I"
940,GO,"Carmo do Rio Verde",520500,52013,"São Patrício I"
941,GO,Castelândia,520505,52015,"Sudoeste I"
942,GO,Catalão,520510,52005,"Estrada de Ferro"
943,GO,Caturaí,520520,52001,Central
944,GO,Cavalcante,520530,52006,"Nordeste I"
945,GO,Ceres,520540,52013,"São Patrício I"
946,GO,Cezarina,520545,52002,"Centro Sul"
947,GO,"Chapadão do Céu",520547,52016,"Sudoeste II"
948,GO,"Cidade Ocidental",520549,52004,"Entorno Sul"
949,GO,"Cocalzinho de Goiás",520551,52011,Pirineus
950,GO,"Colinas do Sul",520552,52014,"Serra da Mesa"
951,GO,"Córrego do Ouro",520570,52010,"Oeste II"
952,GO,"Corumbá de Goiás",520580,52011,Pirineus
953,GO,Corumbaíba,520590,52005,"Estrada de Ferro"
954,GO,Cristalina,520620,52004,"Entorno Sul"
955,GO,Cristianópolis,520630,52002,"Centro Sul"
956,GO,Crixás,520640,52013,"São Patrício I"
957,GO,Cromínia,520650,52002,"Centro Sul"
958,GO,Cumari,520660,52005,"Estrada de Ferro"
959,GO,Damianópolis,520670,52007,"Nordeste II"
960,GO,Damolândia,520680,52001,Central
961,GO,Davinópolis,520690,52005,"Estrada de Ferro"
962,GO,Diorama,520710,52009,"Oeste I"
963,GO,"Divinópolis de Goiás",520830,52006,"Nordeste I"
964,GO,Doverlândia,520725,52016,"Sudoeste II"
965,GO,Edealina,520735,52002,"Centro Sul"
966,GO,Edéia,520740,52002,"Centro Sul"
967,GO,"Estrela do Norte",520750,52008,Norte
968,GO,Faina,520753,52012,"Rio Vermelho"
969,GO,"Fazenda Nova",520760,52009,"Oeste I"
970,GO,Firminópolis,520780,52010,"Oeste II"
971,GO,"Flores de Goiás",520790,52003,"Entorno Norte"
972,GO,Formosa,520800,52003,"Entorno Norte"
973,GO,Formoso,520810,52008,Norte
974,GO,"Gameleira de Goiás",520815,52011,Pirineus
975,GO,Goianápolis,520840,52011,Pirineus
976,GO,Goiandira,520850,52005,"Estrada de Ferro"
977,GO,Goianésia,520860,52018,"São Patrício II"
978,GO,Goiânia,520870,52001,Central
979,GO,Goianira,520880,52001,Central
980,GO,Goiás,520890,52012,"Rio Vermelho"
981,GO,Goiatuba,520910,52017,Sul
982,GO,Gouvelândia,520915,52017,Sul
983,GO,Guapó,520920,52001,Central
984,GO,Guaraíta,520929,52012,"Rio Vermelho"
985,GO,"Guarani de Goiás",520940,52007,"Nordeste II"
986,GO,Guarinos,520945,52013,"São Patrício I"
987,GO,Heitoraí,520960,52012,"Rio Vermelho"
988,GO,Hidrolândia,520970,52002,"Centro Sul"
989,GO,Hidrolina,520980,52014,"Serra da Mesa"
990,GO,Iaciara,520990,52007,"Nordeste II"
991,GO,Inaciolândia,520993,52017,Sul
992,GO,Indiara,520995,52002,"Centro Sul"
993,GO,Inhumas,521000,52001,Central
994,GO,Ipameri,521010,52005,"Estrada de Ferro"
995,GO,"Ipiranga de Goiás",521015,52013,"São Patrício I"
996,GO,Iporá,521020,52009,"Oeste I"
997,GO,Israelândia,521030,52009,"Oeste I"
998,GO,Itaberaí,521040,52012,"Rio Vermelho"
999,GO,Itaguari,521056,52001,Central
1000,GO,Itaguaru,521060,52018,"São Patrício II"
1001,GO,Itajá,521080,52015,"Sudoeste I"
1002,GO,Itapaci,521090,52013,"São Patrício I"
1003,GO,Itapirapuã,521100,52012,"Rio Vermelho"
1004,GO,Itapuranga,521120,52012,"Rio Vermelho"
1005,GO,Itarumã,521130,52015,"Sudoeste I"
1006,GO,Itauçu,521140,52001,Central
1007,GO,Itumbiara,521150,52017,Sul
1008,GO,Ivolândia,521160,52009,"Oeste I"
1009,GO,Jandaia,521170,52002,"Centro Sul"
1010,GO,Jaraguá,521180,52018,"São Patrício II"
1011,GO,Jataí,521190,52016,"Sudoeste II"
1012,GO,Jaupaci,521200,52009,"Oeste I"
1013,GO,Jesúpolis,521205,52001,Central
1014,GO,Joviânia,521210,52017,Sul
1015,GO,Jussara,521220,52012,"Rio Vermelho"
1016,GO,"Lagoa Santa",521225,52015,"Sudoeste I"
1017,GO,"Leopoldo de Bulhões",521230,52002,"Centro Sul"
1018,GO,Luziânia,521250,52004,"Entorno Sul"
1019,GO,Mairipotaba,521260,52002,"Centro Sul"
1020,GO,Mambaí,521270,52007,"Nordeste II"
1021,GO,"Mara Rosa",521280,52014,"Serra da Mesa"
1022,GO,Marzagão,521290,52005,"Estrada de Ferro"
1023,GO,Matrinchã,521295,52012,"Rio Vermelho"
1024,GO,Maurilândia,521300,52015,"Sudoeste I"
1025,GO,"Mimoso de Goiás",521305,52018,"São Patrício II"
1026,GO,Minaçu,521308,52008,Norte
1027,GO,Mineiros,521310,52016,"Sudoeste II"
1028,GO,Moiporá,521340,52009,"Oeste I"
1029,GO,"Monte Alegre de Goiás",521350,52006,"Nordeste I"
1030,GO,"Montes Claros de Goiás",521370,52009,"Oeste I"
1031,GO,Montividiu,521375,52015,"Sudoeste I"
1032,GO,"Montividiu do Norte",521377,52008,Norte
1033,GO,Morrinhos,521380,52017,Sul
1034,GO,"Morro Agudo de Goiás",521385,52013,"São Patrício I"
1035,GO,Mossâmedes,521390,52012,"Rio Vermelho"
1036,GO,Mozarlândia,521400,52012,"Rio Vermelho"
1037,GO,"Mundo Novo",521405,52008,Norte
1038,GO,Mutunópolis,521410,52008,Norte
1039,GO,Nazário,521440,52001,Central
1040,GO,Nerópolis,521450,52001,Central
1041,GO,Niquelândia,521460,52014,"Serra da Mesa"
1042,GO,"Nova América",521470,52013,"São Patrício I"
1043,GO,"Nova Aurora",521480,52005,"Estrada de Ferro"
1044,GO,"Nova Crixás",521483,52012,"Rio Vermelho"
1045,GO,"Nova Glória",521486,52013,"São Patrício I"
1046,GO,"Nova Iguaçu de Goiás",521487,52014,"Serra da Mesa"
1047,GO,"Nova Roma",521490,52007,"Nordeste II"
1048,GO,"Nova Veneza",521500,52001,Central
1049,GO,"Novo Brasil",521520,52009,"Oeste I"
1050,GO,"Novo Gama",521523,52004,"Entorno Sul"
1051,GO,"Novo Planalto",521525,52008,Norte
1052,GO,Orizona,521530,52002,"Centro Sul"
1053,GO,"Ouro Verde de Goiás",521540,52001,Central
1054,GO,Ouvidor,521550,52005,"Estrada de Ferro"
1055,GO,"Padre Bernardo",521560,52018,"São Patrício II"
1056,GO,"Palestina de Goiás",521565,52009,"Oeste I"
1057,GO,"Palmeiras de Goiás",521570,52010,"Oeste II"
1058,GO,Palmelo,521580,52005,"Estrada de Ferro"
1059,GO,Palminópolis,521590,52010,"Oeste II"
1060,GO,Panamá,521600,52017,Sul
1061,GO,Paranaiguara,521630,52015,"Sudoeste I"
1062,GO,Paraúna,521640,52010,"Oeste II"
1063,GO,Perolândia,521645,52016,"Sudoeste II"
1064,GO,"Petrolina de Goiás",521680,52001,Central
1065,GO,"Pilar de Goiás",521690,52013,"São Patrício I"
1066,GO,Piracanjuba,521710,52002,"Centro Sul"
1067,GO,Piranhas,521720,52009,"Oeste I"
1068,GO,Pirenópolis,521730,52011,Pirineus
1069,GO,"Pires do Rio",521740,52005,"Estrada de Ferro"
1070,GO,Planaltina,521760,52003,"Entorno Norte"
1071,GO,Pontalina,521770,52002,"Centro Sul"
1072,GO,Porangatu,521800,52008,Norte
1073,GO,Porteirão,521805,52015,"Sudoeste I"
1074,GO,Portelândia,521810,52016,"Sudoeste II"
1075,GO,Posse,521830,52007,"Nordeste II"
1076,GO,"Professor Jamil",521839,52002,"Centro Sul"
1077,GO,Quirinópolis,521850,52015,"Sudoeste I"
1078,GO,Rialma,521860,52013,"São Patrício I"
1079,GO,Rianápolis,521870,52013,"São Patrício I"
1080,GO,"Rio Quente",521878,52005,"Estrada de Ferro"
1081,GO,"Rio Verde",521880,52015,"Sudoeste I"
1082,GO,Rubiataba,521890,52013,"São Patrício I"
1083,GO,Sanclerlândia,521900,52010,"Oeste II"
1084,GO,"Santa Bárbara de Goiás",521910,52001,Central
1085,GO,"Santa Cruz de Goiás",521920,52005,"Estrada de Ferro"
1086,GO,"Santa Fé de Goiás",521925,52012,"Rio Vermelho"
1087,GO,"Santa Helena de Goiás",521930,52015,"Sudoeste I"
1088,GO,"Santa Isabel",521935,52013,"São Patrício I"
1089,GO,"Santa Rita do Araguaia",521940,52016,"Sudoeste II"
1090,GO,"Santa Rita do Novo Destino",521945,52018,"São Patrício II"
1091,GO,"Santa Rosa de Goiás",521950,52001,Central
1092,GO,"Santa Tereza de Goiás",521960,52008,Norte
1093,GO,"Santa Terezinha de Goiás",521970,52013,"São Patrício I"
1094,GO,"Santo Antônio da Barra",521971,52015,"Sudoeste I"
1095,GO,"Santo Antônio de Goiás",521973,52001,Central
1096,GO,"Santo Antônio do Descoberto",521975,52004,"Entorno Sul"
1097,GO,"São Domingos",521980,52007,"Nordeste II"
1098,GO,"São Francisco de Goiás",521990,52001,Central
1099,GO,"São João d'Aliança",522000,52003,"Entorno Norte"
1100,GO,"São João da Paraúna",522005,52010,"Oeste II"
1101,GO,"São Luís de Montes Belos",522010,52010,"Oeste II"
1102,GO,"São Luíz do Norte",522015,52013,"São Patrício I"
1103,GO,"São Miguel do Araguaia",522020,52008,Norte
1104,GO,"São Miguel do Passa Quatro",522026,52002,"Centro Sul"
1105,GO,"São Patrício",522028,52013,"São Patrício I"
1106,GO,"São Simão",522040,52015,"Sudoeste I"
1107,GO,"Senador Canedo",522045,52002,"Centro Sul"
1108,GO,Serranópolis,522050,52016,"Sudoeste II"
1109,GO,Silvânia,522060,52002,"Centro Sul"
1110,GO,Simolândia,522068,52007,"Nordeste II"
1111,GO,"Sítio d'Abadia",522070,52007,"Nordeste II"
1112,GO,"Taquaral de Goiás",522100,52001,Central
1113,GO,"Teresina de Goiás",522108,52006,"Nordeste I"
1114,GO,"Terezópolis de Goiás",522119,52011,Pirineus
1115,GO,"Três Ranchos",522130,52005,"Estrada de Ferro"
1116,GO,Trindade,522140,52001,Central
1117,GO,Trombas,522145,52008,Norte
1118,GO,Turvânia,522150,52010,"Oeste II"
1119,GO,Turvelândia,522155,52015,"Sudoeste I"
1120,GO,Uirapuru,522157,52013,"São Patrício I"
1121,GO,Uruaçu,522160,52014,"Serra da Mesa"
1122,GO,Uruana,522170,52013,"São Patrício I"
1123,GO,Urutaí,522180,52005,"Estrada de Ferro"
1124,GO,"Valparaíso de Goiás",522185,52004,"Entorno Sul"
1125,GO,Varjão,522190,52002,"Centro Sul"
1126,GO,Vianópolis,522200,52002,"Centro Sul"
1127,GO,Vicentinópolis,522205,52002,"Centro Sul"
1128,GO,"Vila Boa",522220,52003,"Entorno Norte"
1129,GO,"Vila Propício",522230,52018,"São Patrício II"
1130,MA,Açailândia,210005,21001,Açailândia
1131,MA,"Afonso Cunha",210010,21005,Caxias
1132,MA,"Água Doce do Maranhão",210015,21006,Chapadinha
1133,MA,Alcântara,210020,21016,"São Luís"
1134,MA,"Aldeias Altas",210030,21005,Caxias
1135,MA,"Altamira do Maranhão",210040,21002,Bacabal
1136,MA,"Alto Alegre do Maranhão",210043,21007,Codó
1137,MA,"Alto Alegre do Pindaré",210047,21014,"Santa Inês"
1138,MA,"Alto Parnaíba",210050,21003,Balsas
1139,MA,"Amapá do Maranhão",210055,21019,"Zé Doca"
1140,MA,"Amarante do Maranhão",210060,21008,Imperatriz
1141,MA,Anajatuba,210070,21009,"Itapecuru Mirim"
1142,MA,Anapurus,210080,21006,Chapadinha
1143,MA,Apicum-Açu,210083,21011,Pinheiro
1144,MA,Araguanã,210087,21019,"Zé Doca"
1145,MA,Araioses,210090,21006,Chapadinha
1146,MA,Arame,210095,21004,"Barra do Corda"
1147,MA,Arari,210100,21009,"Itapecuru Mirim"
1148,MA,Axixá,210110,21013,Rosário
1149,MA,Bacabal,210120,21002,Bacabal
1150,MA,Bacabeira,210125,21013,Rosário
1151,MA,Bacuri,210130,21011,Pinheiro
1152,MA,Bacurituba,210135,21018,Viana
1153,MA,Balsas,210140,21003,Balsas
1154,MA,"Barão de Grajaú",210150,21015,"São João dos Patos"
1155,MA,"Barra do Corda",210160,21004,"Barra do Corda"
1156,MA,Barreirinhas,210170,21013,Rosário
1157,MA,Belágua,210173,21009,"Itapecuru Mirim"
1158,MA,"Bela Vista do Maranhão",210177,21014,"Santa Inês"
1159,MA,"Benedito Leite",210180,21015,"São João dos Patos"
1160,MA,Bequimão,210190,21011,Pinheiro
1161,MA,"Bernardo do Mearim",210193,21010,Pedreiras
1162,MA,"Boa Vista do Gurupi",210197,21019,"Zé Doca"
1163,MA,"Bom Jardim",210200,21014,"Santa Inês"
1164,MA,"Bom Jesus das Selvas",210203,21001,Açailândia
1165,MA,"Bom Lugar",210207,21002,Bacabal
1166,MA,Brejo,210210,21006,Chapadinha
1167,MA,"Brejo de Areia",210215,21002,Bacabal
1168,MA,Buriti,210220,21005,Caxias
1169,MA,"Buriti Bravo",210230,21015,"São João dos Patos"
1170,MA,Buriticupu,210232,21001,Açailândia
1171,MA,Buritirana,210235,21008,Imperatriz
1172,MA,"Cachoeira Grande",210237,21013,Rosário
1173,MA,Cajapió,210240,21018,Viana
1174,MA,Cajari,210250,21018,Viana
1175,MA,"Campestre do Maranhão",210255,21008,Imperatriz
1176,MA,"Cândido Mendes",210260,21019,"Zé Doca"
1177,MA,Cantanhede,210270,21009,"Itapecuru Mirim"
1178,MA,"Capinzal do Norte",210275,21012,"Presidente Dutra"
1179,MA,Carolina,210280,21008,Imperatriz
1180,MA,Carutapera,210290,21019,"Zé Doca"
1181,MA,Caxias,210300,21005,Caxias
1182,MA,Cedral,210310,21011,Pinheiro
1183,MA,"Central do Maranhão",210312,21011,Pinheiro
1184,MA,"Centro do Guilherme",210315,21019,"Zé Doca"
1185,MA,"Centro Novo do Maranhão",210317,21019,"Zé Doca"
1186,MA,Chapadinha,210320,21006,Chapadinha
1187,MA,Cidelândia,210325,21001,Açailândia
1188,MA,Codó,210330,21007,Codó
1189,MA,"Coelho Neto",210340,21005,Caxias
1190,MA,Colinas,210350,21015,"São João dos Patos"
1191,MA,"Conceição do Lago-Açu",210355,21002,Bacabal
1192,MA,Coroatá,210360,21007,Codó
1193,MA,Cururupu,210370,21011,Pinheiro
1194,MA,Davinópolis,210375,21008,Imperatriz
1195,MA,"Dom Pedro",210380,21012,"Presidente Dutra"
1196,MA,"Duque Bacelar",210390,21005,Caxias
1197,MA,Esperantinópolis,210400,21010,Pedreiras
1198,MA,Estreito,210405,21008,Imperatriz
1199,MA,"Feira Nova do Maranhão",210407,21003,Balsas
1200,MA,"Fernando Falcão",210408,21004,"Barra do Corda"
1201,MA,"Formosa da Serra Negra",210409,21003,Balsas
1202,MA,"Fortaleza dos Nogueiras",210410,21003,Balsas
1203,MA,Fortuna,210420,21012,"Presidente Dutra"
1204,MA,"Godofredo Viana",210430,21019,"Zé Doca"
1205,MA,"Gonçalves Dias",210440,21012,"Presidente Dutra"
1206,MA,"Governador Archer",210450,21012,"Presidente Dutra"
1207,MA,"Governador Edison Lobão",210455,21008,Imperatriz
1208,MA,"Governador Eugênio Barros",210460,21012,"Presidente Dutra"
1209,MA,"Governador Luiz Rocha",210462,21012,"Presidente Dutra"
1210,MA,"Governador Newton Bello",210465,21014,"Santa Inês"
1211,MA,"Governador Nunes Freire",210467,21019,"Zé Doca"
1212,MA,"Graça Aranha",210470,21012,"Presidente Dutra"
1213,MA,Grajaú,210480,21004,"Barra do Corda"
1214,MA,Guimarães,210490,21011,Pinheiro
1215,MA,"Humberto de Campos",210500,21013,Rosário
1216,MA,Icatu,210510,21013,Rosário
1217,MA,"Igarapé do Meio",210515,21014,"Santa Inês"
1218,MA,"Igarapé Grande",210520,21010,Pedreiras
1219,MA,Imperatriz,210530,21008,Imperatriz
1220,MA,"Itaipava do Grajaú",210535,21004,"Barra do Corda"
1221,MA,"Itapecuru Mirim",210540,21009,"Itapecuru Mirim"
1222,MA,"Itinga do Maranhão",210542,21001,Açailândia
1223,MA,Jatobá,210545,21015,"São João dos Patos"
1224,MA,"Jenipapo dos Vieiras",210547,21004,"Barra do Corda"
1225,MA,"João Lisboa",210550,21008,Imperatriz
1226,MA,Joselândia,210560,21012,"Presidente Dutra"
1227,MA,"Junco do Maranhão",210565,21019,"Zé Doca"
1228,MA,"Lagoa do Mato",210592,21015,"São João dos Patos"
1229,MA,"Lagoa Grande do Maranhão",210596,21010,Pedreiras
1230,MA,"Lago da Pedra",210570,21010,Pedreiras
1231,MA,"Lago do Junco",210580,21010,Pedreiras
1232,MA,"Lago dos Rodrigues",210594,21010,Pedreiras
1233,MA,"Lago Verde",210590,21002,Bacabal
1234,MA,"Lajeado Novo",210598,21008,Imperatriz
1235,MA,"Lima Campos",210600,21010,Pedreiras
1236,MA,Loreto,210610,21003,Balsas
1237,MA,"Luís Domingues",210620,21019,"Zé Doca"
1238,MA,"Magalhães de Almeida",210630,21006,Chapadinha
1239,MA,Maracaçumé,210632,21019,"Zé Doca"
1240,MA,"Marajá do Sena",210635,21002,Bacabal
1241,MA,Maranhãozinho,210637,21019,"Zé Doca"
1242,MA,"Mata Roma",210640,21006,Chapadinha
1243,MA,Matinha,210650,21018,Viana
1244,MA,Matões,210660,21017,Timon
1245,MA,"Matões do Norte",210663,21009,"Itapecuru Mirim"
1246,MA,"Milagres do Maranhão",210667,21006,Chapadinha
1247,MA,Mirador,210670,21015,"São João dos Patos"
1248,MA,"Miranda do Norte",210675,21009,"Itapecuru Mirim"
1249,MA,Mirinzal,210680,21011,Pinheiro
1250,MA,Monção,210690,21014,"Santa Inês"
1251,MA,"Montes Altos",210700,21008,Imperatriz
1252,MA,Morros,210710,21013,Rosário
1253,MA,"Nina Rodrigues",210720,21009,"Itapecuru Mirim"
1254,MA,"Nova Colinas",210725,21003,Balsas
1255,MA,"Nova Iorque",210730,21015,"São João dos Patos"
1256,MA,"Nova Olinda do Maranhão",210735,21019,"Zé Doca"
1257,MA,"Olho d'Água das Cunhãs",210740,21002,Bacabal
1258,MA,"Olinda Nova do Maranhão",210745,21018,Viana
1259,MA,"Paço do Lumiar",210750,21016,"São Luís"
1260,MA,Palmeirândia,210760,21018,Viana
1261,MA,Paraibano,210770,21015,"São João dos Patos"
1262,MA,Parnarama,210780,21017,Timon
1263,MA,"Passagem Franca",210790,21015,"São João dos Patos"
1264,MA,"Pastos Bons",210800,21015,"São João dos Patos"
1265,MA,"Paulino Neves",210805,21006,Chapadinha
1266,MA,"Paulo Ramos",210810,21002,Bacabal
1267,MA,Pedreiras,210820,21010,Pedreiras
1268,MA,"Pedro do Rosário",210825,21011,Pinheiro
1269,MA,Penalva,210830,21018,Viana
1270,MA,"Peri Mirim",210840,21011,Pinheiro
1271,MA,Peritoró,210845,21007,Codó
1272,MA,Pindaré-Mirim,210850,21014,"Santa Inês"
1273,MA,Pinheiro,210860,21011,Pinheiro
1274,MA,"Pio XII",210870,21014,"Santa Inês"
1275,MA,Pirapemas,210880,21009,"Itapecuru Mirim"
1276,MA,"Poção de Pedras",210890,21010,Pedreiras
1277,MA,"Porto Franco",210900,21008,Imperatriz
1278,MA,"Porto Rico do Maranhão",210905,21011,Pinheiro
1279,MA,"Presidente Dutra",210910,21012,"Presidente Dutra"
1280,MA,"Presidente Juscelino",210920,21013,Rosário
1281,MA,"Presidente Médici",210923,21019,"Zé Doca"
1282,MA,"Presidente Sarney",210927,21011,Pinheiro
1283,MA,"Presidente Vargas",210930,21009,"Itapecuru Mirim"
1284,MA,"Primeira Cruz",210940,21013,Rosário
1285,MA,Raposa,210945,21016,"São Luís"
1286,MA,Riachão,210950,21003,Balsas
1287,MA,"Ribamar Fiquene",210955,21008,Imperatriz
1288,MA,Rosário,210960,21013,Rosário
1289,MA,Sambaíba,210970,21003,Balsas
1290,MA,"Santa Filomena do Maranhão",210975,21012,"Presidente Dutra"
1291,MA,"Santa Helena",210980,21011,Pinheiro
1292,MA,"Santa Inês",210990,21014,"Santa Inês"
1293,MA,"Santa Luzia",211000,21014,"Santa Inês"
1294,MA,"Santa Luzia do Paruá",211003,21019,"Zé Doca"
1295,MA,"Santana do Maranhão",211023,21006,Chapadinha
1296,MA,"Santa Quitéria do Maranhão",211010,21006,Chapadinha
1297,MA,"Santa Rita",211020,21013,Rosário
1298,MA,"Santo Amaro do Maranhão",211027,21013,Rosário
1299,MA,"Santo Antônio dos Lopes",211030,21012,"Presidente Dutra"
1300,MA,"São Benedito do Rio Preto",211040,21009,"Itapecuru Mirim"
1301,MA,"São Bento",211050,21018,Viana
1302,MA,"São Bernardo",211060,21006,Chapadinha
1303,MA,"São Domingos do Azeitão",211065,21015,"São João dos Patos"
1304,MA,"São Domingos do Maranhão",211070,21012,"Presidente Dutra"
1305,MA,"São Félix de Balsas",211080,21003,Balsas
1306,MA,"São Francisco do Brejão",211085,21001,Açailândia
1307,MA,"São Francisco do Maranhão",211090,21017,Timon
1308,MA,"São João Batista",211100,21018,Viana
1309,MA,"São João do Carú",211102,21014,"Santa Inês"
1310,MA,"São João do Paraíso",211105,21008,Imperatriz
1311,MA,"São João do Soter",211107,21005,Caxias
1312,MA,"São João dos Patos",211110,21015,"São João dos Patos"
1313,MA,"São José de Ribamar",211120,21016,"São Luís"
1314,MA,"São José dos Basílios",211125,21012,"Presidente Dutra"
1315,MA,"São Luís",211130,21016,"São Luís"
1316,MA,"São Luís Gonzaga do Maranhão",211140,21002,Bacabal
1317,MA,"São Mateus do Maranhão",211150,21007,Codó
1318,MA,"São Pedro da Água Branca",211153,21001,Açailândia
1319,MA,"São Pedro dos Crentes",211157,21003,Balsas
1320,MA,"São Raimundo das Mangabeiras",211160,21003,Balsas
1321,MA,"São Raimundo do Doca Bezerra",211163,21010,Pedreiras
1322,MA,"São Roberto",211167,21010,Pedreiras
1323,MA,"São Vicente Ferrer",211170,21018,Viana
1324,MA,Satubinha,211172,21014,"Santa Inês"
1325,MA,"Senador Alexandre Costa",211174,21012,"Presidente Dutra"
1326,MA,"Senador La Rocque",211176,21008,Imperatriz
1327,MA,"Serrano do Maranhão",211178,21011,Pinheiro
1328,MA,"Sítio Novo",211180,21008,Imperatriz
1329,MA,"Sucupira do Norte",211190,21015,"São João dos Patos"
1330,MA,"Sucupira do Riachão",211195,21015,"São João dos Patos"
1331,MA,"Tasso Fragoso",211200,21003,Balsas
1332,MA,Timbiras,211210,21007,Codó
1333,MA,Timon,211220,21017,Timon
1334,MA,"Trizidela do Vale",211223,21010,Pedreiras
1335,MA,Tufilândia,211227,21014,"Santa Inês"
1336,MA,Tuntum,211230,21012,"Presidente Dutra"
1337,MA,Turiaçu,211240,21011,Pinheiro
1338,MA,Turilândia,211245,21011,Pinheiro
1339,MA,Tutóia,211250,21006,Chapadinha
1340,MA,"Urbano Santos",211260,21009,"Itapecuru Mirim"
1341,MA,"Vargem Grande",211270,21009,"Itapecuru Mirim"
1342,MA,Viana,211280,21018,Viana
1343,MA,"Vila Nova dos Martírios",211285,21001,Açailândia
1344,MA,"Vitória do Mearim",211290,21009,"Itapecuru Mirim"
1345,MA,"Vitorino Freire",211300,21002,Bacabal
1346,MA,"Zé Doca",211400,21019,"Zé Doca"
1347,MG,"Abadia dos Dourados",310010,31074,"Patrocínio / Monte Carmelo"
1348,MG,Abaeté,310020,31024,"Sete Lagoas"
1349,MG,"Abre Campo",310030,31059,Manhuaçu
1350,MG,Acaiaca,310040,31060,"Ponte Nova"
1351,MG,Açucena,310050,31037,Ipatinga
1352,MG,"Água Boa",310060,31081,"Santa Maria do Suaçuí"
1353,MG,"Água Comprida",310070,31072,Uberaba
1354,MG,Aguanil,310080,31089,"Campo Belo"
1355,MG,"Águas Formosas",310090,31062,"Águas Formosas"
1356,MG,"Águas Vermelhas",310100,31068,"Pedra azul"
1357,MG,Aimorés,310110,31040,Resplendor
1358,MG,Aiuruoca,310120,31008,"São Lourenço"
1359,MG,Alagoa,310130,31008,"São Lourenço"
1360,MG,Albertina,310140,31006,"Poços de Caldas"
1361,MG,"Além Paraíba",310150,31041,"Além  Paraíba"
1362,MG,Alfenas,310160,31001,"Alfenas / Machado"
1363,MG,"Alfredo Vasconcelos",310163,31013,Barbacena
1364,MG,Almenara,310170,31094,Almenara/Jacinto
1365,MG,Alpercata,310180,31036,"Governador Valadares"
1366,MG,Alpinópolis,310190,31092,Passos
1367,MG,Alterosa,310200,31001,"Alfenas / Machado"
1368,MG,"Alto Caparaó",310205,31059,Manhuaçu
1369,MG,"Alto Jequitibá",315350,31059,Manhuaçu
1370,MG,"Alto Rio Doce",310210,31013,Barbacena
1371,MG,Alvarenga,310220,31040,Resplendor
1372,MG,Alvinópolis,310230,31060,"Ponte Nova"
1373,MG,"Alvorada de Minas",310240,31095,Serro
1374,MG,"Amparo do Serra",310250,31060,"Ponte Nova"
1375,MG,Andradas,310260,31006,"Poços de Caldas"
1376,MG,Andrelândia,310280,31090,"Lima Duarte"
1377,MG,Angelândia,310285,31099,"Teófilo Otoni / Malacacheta"
1378,MG,"Antônio Carlos",310290,31013,Barbacena
1379,MG,"Antônio Dias",310300,31035,"Coronel Fabriciano/Timóteo"
1380,MG,"Antônio Prado de Minas",310310,31045,Muriaé
1381,MG,Araçaí,310320,31024,"Sete Lagoas"
1382,MG,Aracitaba,310330,31046,"Santos Dumont"
1383,MG,Araçuaí,310340,31064,Araçuaí
1384,MG,Araguari,310350,31075,"Uberlândia / Araguari"
1385,MG,Arantina,310360,31090,"Lima Duarte"
1386,MG,Araponga,310370,31061,Viçosa
1387,MG,Araporã,310375,31075,"Uberlândia / Araguari"
1388,MG,Arapuá,310380,31082,"São Gotardo"
1389,MG,Araújos,310390,31086,Divinópolis
1390,MG,Araxá,310400,31070,Araxá
1391,MG,Arceburgo,310410,31002,Guaxupé
1392,MG,Arcos,310420,31087,"Lagoa da Prata/Sto Ant do Monte"
1393,MG,Areado,310430,31001,"Alfenas / Machado"
1394,MG,Argirita,310440,31044,"Leopoldina / Cataguases"
