,UF,Município,"Cód IBGE","Cód Região de Saúde","Nome da Região de Saúde"
3822,RN,"São Paulo do Potengi",241260,24005,"5ª Região de Saúde - Santa Cruz"
3823,RN,"São Pedro",241270,24005,"5ª Região de Saúde - Santa Cruz"
3824,RN,"São Rafael",241280,24008,"8ª Região de Saúde - Açu"
3825,RN,"São Tomé",241290,24005,"5ª Região de Saúde - Santa Cruz"
3826,RN,"São Vicente",241300,24004,"4ª Região de Saúde - Caicó"
3827,RN,"Senador Elói de Souza",241310,24005,"5ª Região de Saúde - Santa Cruz"
3828,RN,"Senador Georgino Avelino",241320,24001,"1ª Região de Saúde - São José de Mipibu"
3829,RN,"Serra Caiada",241030,24005,"5ª Região de Saúde - Santa Cruz"
3830,RN,"Serra de São Bento",241330,24001,"1ª Região de Saúde - São José de Mipibu"
3831,RN,"Serra do Mel",241335,24002,"2ª Região de Saúde - Mossoró"
3832,RN,"Serra Negra do Norte",241340,24004,"4ª Região de Saúde - Caicó"
3833,RN,Serrinha,241350,24001,"1ª Região de Saúde - São José de Mipibu"
3834,RN,"Serrinha dos Pintos",241355,24006,"6ª Região de Saúde - Pau dos Ferros"
3835,RN,"Severiano Melo",241360,24006,"6ª Região de Saúde - Pau dos Ferros"
3836,RN,"Sítio Novo",241370,24005,"5ª Região de Saúde - Santa Cruz"
3837,RN,"Taboleiro Grande",241380,24006,"6ª Região de Saúde - Pau dos Ferros"
3838,RN,Taipu,241390,24003,"3ª Região de Saúde - João Câmara"
3839,RN,Tangará,241400,24005,"5ª Região de Saúde - Santa Cruz"
3840,RN,"Tenente Ananias",241410,24006,"6ª Região de Saúde - Pau dos Ferros"
3841,RN,"Tenente Laurentino Cruz",241415,24004,"4ª Região de Saúde - Caicó"
3842,RN,Tibau,241105,24002,"2ª Região de Saúde - Mossoró"
3843,RN,"Tibau do Sul",241420,24001,"1ª Região de Saúde - São José de Mipibu"
3844,RN,"Timbaúba dos Batistas",241430,24004,"4ª Região de Saúde - Caicó"
3845,RN,Touros,241440,24003,"3ª Região de Saúde - João Câmara"
3846,RN,"Triunfo Potiguar",241445,24008,"8ª Região de Saúde - Açu"
3847,RN,Umarizal,241450,24006,"6ª Região de Saúde - Pau dos Ferros"
3848,RN,Upanema,241460,24002,"2ª Região de Saúde - Mossoró"
3849,RN,Várzea,241470,24001,"1ª Região de Saúde - São José de Mipibu"
3850,RN,Venha-Ver,241475,24006,"6ª Região de Saúde - Pau dos Ferros"
3851,RN,"Vera Cruz",241480,24001,"1ª Região de Saúde - São José de Mipibu"
3852,RN,Viçosa,241490,24006,"6ª Região de Saúde - Pau dos Ferros"
3853,RN,"Vila Flor",241500,24001,"1ª Região de Saúde - São José de Mipibu"
3854,RO,"Alta Floresta D'Oeste",110001,11005,"Zona da Mata"
3855,RO,"Alto Alegre dos Parecis",110037,11005,"Zona da Mata"
3856,RO,"Alto Paraíso",110040,11001,"Vale do Jamari"
3857,RO,"Alvorada D'Oeste",110034,11003,Central
3858,RO,Ariquemes,110002,11001,"Vale do Jamari"
3859,RO,Buritis,110045,11001,"Vale do Jamari"
3860,RO,Cabixi,110003,11006,"Cone Sul"
3861,RO,Cacaulândia,110060,11001,"Vale do Jamari"
3862,RO,Cacoal,110004,11002,Café
3863,RO,"Campo Novo de Rondônia",110070,11001,"Vale do Jamari"
3864,RO,"Candeias do Jamari",110080,11004,Madeira-Mamoré
3865,RO,Castanheiras,110090,11005,"Zona da Mata"
3866,RO,Cerejeiras,110005,11006,"Cone Sul"
3867,RO,Chupinguaia,110092,11006,"Cone Sul"
3868,RO,"Colorado do Oeste",110006,11006,"Cone Sul"
3869,RO,Corumbiara,110007,11006,"Cone Sul"
3870,RO,"Costa Marques",110008,11007,"Vale do Guaporé"
3871,RO,Cujubim,110094,11001,"Vale do Jamari"
3872,RO,"Espigão D'Oeste",110009,11002,Café
3873,RO,"Governador Jorge Teixeira",110100,11003,Central
3874,RO,Guajará-Mirim,110010,11004,Madeira-Mamoré
3875,RO,"Itapuã do Oeste",110110,11004,Madeira-Mamoré
3876,RO,Jaru,110011,11003,Central
3877,RO,Ji-Paraná,110012,11003,Central
3878,RO,"Machadinho D'Oeste",110013,11001,"Vale do Jamari"
3879,RO,"Ministro Andreazza",110120,11002,Café
3880,RO,"Mirante da Serra",110130,11003,Central
3881,RO,"Monte Negro",110140,11001,"Vale do Jamari"
3882,RO,"Nova Brasilândia D'Oeste",110014,11005,"Zona da Mata"
3883,RO,"Nova Mamoré",110033,11004,Madeira-Mamoré
3884,RO,"Nova União",110143,11003,Central
3885,RO,"Novo Horizonte do Oeste",110050,11005,"Zona da Mata"
3886,RO,"Ouro Preto do Oeste",110015,11003,Central
3887,RO,Parecis,110145,11005,"Zona da Mata"
3888,RO,"Pimenta Bueno",110018,11002,Café
3889,RO,"Pimenteiras do Oeste",110146,11006,"Cone Sul"
3890,RO,"Porto Velho",110020,11004,Madeira-Mamoré
3891,RO,"Presidente Médici",110025,11003,Central
3892,RO,"Primavera de Rondônia",110147,11002,Café
3893,RO,"Rio Crespo",110026,11001,"Vale do Jamari"
3894,RO,"Rolim de Moura",110028,11005,"Zona da Mata"
3895,RO,"Santa Luzia D'Oeste",110029,11005,"Zona da Mata"
3896,RO,"São Felipe D'Oeste",110148,11002,Café
3897,RO,"São Francisco do Guaporé",110149,11007,"Vale do Guaporé"
3898,RO,"São Miguel do Guaporé",110032,11003,Central
3899,RO,Seringueiras,110150,11007,"Vale do Guaporé"
3900,RO,Teixeirópolis,110155,11003,Central
3901,RO,Theobroma,110160,11003,Central
3902,RO,Urupá,110170,11003,Central
3903,RO,"Vale do Anari",110175,11003,Central
3904,RO,"Vale do Paraíso",110180,11003,Central
3905,RO,Vilhena,110030,11006,"Cone Sul"
3906,RR,"Alto Alegre",140005,14001,"Centro Norte"
3907,RR,Amajari,140002,14001,"Centro Norte"
3908,RR,"Boa Vista",140010,14001,"Centro Norte"
3909,RR,Bonfim,140015,14001,"Centro Norte"
3910,RR,Cantá,140017,14001,"Centro Norte"
3911,RR,Caracaraí,140020,14002,Sul
3912,RR,Caroebe,140023,14002,Sul
3913,RR,Iracema,140028,14002,Sul
3914,RR,Mucajaí,140030,14001,"Centro Norte"
3915,RR,Normandia,140040,14001,"Centro Norte"
3916,RR,Pacaraima,140045,14001,"Centro Norte"
3917,RR,Rorainópolis,140047,14002,Sul
3918,RR,"São João da Baliza",140050,14002,Sul
3919,RR,"São Luiz",140060,14002,Sul
3920,RR,Uiramutã,140070,14001,"Centro Norte"
3921,RS,Aceguá,430003,43022,"Região 22 - Pampa"
3922,RS,"Água Santa",430005,43018,"Região 18 - Araucárias"
3923,RS,Agudo,430010,43001,"Região 01 - Verdes Campos"
3924,RS,Ajuricaba,430020,43013,"Região 13 - Diversidade"
3925,RS,Alecrim,430030,43014,"Região 14 - Fronteira Noroeste"
3926,RS,Alegrete,430040,43003,"Região 03 - Fronteira Oeste"
3927,RS,Alegria,430045,43014,"Região 14 - Fronteira Noroeste"
3928,RS,"Almirante Tamandaré do Sul",430047,43017,"Região 17 - Planalto"
3929,RS,Alpestre,430050,43015,"Região 15 - Caminho das Águas"
3930,RS,"Alto Alegre",430055,43019,"Região 19 - Botucaraí"
3931,RS,"Alto Feliz",430057,43026,"Região 26 - Uva Vale"
3932,RS,Alvorada,430060,43010,"Região 10 - Capital e Vale do Gravataí"
3933,RS,"Amaral Ferrador",430063,43021,"Região 21 - Sul"
3934,RS,"Ametista do Sul",430064,43015,"Região 15 - Caminho das Águas"
3935,RS,"André da Rocha",430066,43018,"Região 18 - Araucárias"
3936,RS,"Anta Gorda",430070,43029,"Região 29 - Vales e Montanhas"
3937,RS,"Antônio Prado",430080,43026,"Região 26 - Uva Vale"
3938,RS,Arambaré,430085,43009,"Região 09 - Carbonífera/Costa Doce"
3939,RS,Araricá,430087,43007,"Região 07 - Vale dos Sinos"
3940,RS,Aratiba,430090,43016,"Região 16 - Alto Uruguai Gaúcho"
3941,RS,"Arroio do Meio",430100,43029,"Região 29 - Vales e Montanhas"
3942,RS,"Arroio do Padre",430107,43021,"Região 21 - Sul"
3943,RS,"Arroio do Sal",430105,43004,"Região 04 - Belas Praias"
3944,RS,"Arroio dos Ratos",430110,43009,"Região 09 - Carbonífera/Costa Doce"
